Instancia,Viabilidade,Criterio guloso,Tempo total (s),Tempo medio (s),Valor da função objetivo,MultStart viabilidade,MultStart Tempo total (s),MultStart Tempo medio (s),MultStart Função Objetivo,delta (%)
/instancia_300projetos_10sondas_delta_t1.dat,feasible,duracao,0.7972266674041748,0.3986140489578247,158459.6556563764,feasible,40.10908913612366,20.054544925689697,177773.60806045902,0.12188561387489956
/instancia_300projetos_10sondas_delta_t1.dat,feasible,janela,1.064725399017334,0.5323634147644043,138116.62220479117,feasible,40.10908913612366,20.054544925689697,177773.60806045902,0.28712681516976873
/instancia_20projetos_2sondas_delta_t7.dat,feasible,lucro,0.0021653175354003906,0.0010834932327270508,4461.434098563933,feasible,0.0989999771118164,0.049500226974487305,4461.434098563933,0.0
/instancia_20projetos_2sondas_delta_t7.dat,feasible,lucro/custo,0.0021576881408691406,0.0010794401168823242,4461.434098563933,feasible,0.0989999771118164,0.049500226974487305,4461.434098563933,0.0
/instancia_20projetos_2sondas_delta_t7.dat,feasible,lucro/duracao,0.0021500587463378906,0.0010758638381958008,4461.434098563933,feasible,0.0989999771118164,0.049500226974487305,4461.434098563933,0.0
/instancia_20projetos_2sondas_delta_t7.dat,feasible,custo,0.0022974014282226562,0.001149296760559082,4356.061508204044,feasible,0.0989999771118164,0.049500226974487305,4461.434098563933,0.024189876603311043
/instancia_20projetos_2sondas_delta_t7.dat,feasible,duracao,0.0023393630981445312,0.0011702775955200195,4356.061508204044,feasible,0.0989999771118164,0.049500226974487305,4461.434098563933,0.024189876603311043
/instancia_20projetos_2sondas_delta_t7.dat,feasible,janela,0.002400636672973633,0.001201033592224121,2446.050973843256,feasible,0.0989999771118164,0.049500226974487305,4461.434098563933,0.8239334119656916
/instancia_1000projetos_20sondas_delta_t1.dat,feasible,lucro,15.507447719573975,7.753724575042725,220591.95725653786,feasible,1527.7882199287415,763.8941107988358,219922.42623439903,-0.00303515608848877
/instancia_1000projetos_20sondas_delta_t1.dat,feasible,lucro/custo,17.343894481658936,8.671948075294495,215932.83411271233,feasible,1527.7882199287415,763.8941107988358,219922.42623439903,0.018476079092280228
/instancia_1000projetos_20sondas_delta_t1.dat,feasible,lucro/duracao,16.53955054283142,8.269776225090027,222413.89688687143,feasible,1527.7882199287415,763.8941107988358,219922.42623439903,-0.011201955846039889
/instancia_1000projetos_20sondas_delta_t1.dat,feasible,custo,16.941507577896118,8.470754504203796,177024.99814612608,feasible,1527.7882199287415,763.8941107988358,219922.42623439903,0.24232412674769852
/instancia_1000projetos_20sondas_delta_t1.dat,feasible,duracao,16.47963547706604,8.239818572998047,175668.70196446116,feasible,1527.7882199287415,763.8941107988358,219922.42623439903,0.2519158152537079
